address_deltas,pc_deltas
64,206917
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-3807040,140737340144664
-11133120,-140737340129472
11132608,140737340128992
64,32
64,64
1472,1504
64,32
64,64
-11130368,-140737340126720
14936360,140737340042269
-15277608,-140737340383517
338560,338560
-729392,-463616
15569064,454386
99696,140737340054187
-280,-140737340268343
-14953744,208730
14953800,140737340061327
-3805704,83121
-11131520,-140737340127810
14927712,140737340200003
-48,15
560,-15
-48,15
-3800048,-75568
64,32
64,64
64,64
-11029056,-140737340468534
-441408,1726
64,56
64,64
-40704,-40688
64,48
64,64
64,64
256,288
64,32
1280,1280
64,64
2432,2480
64,16
64,64
-7168,-7120
64,16
64,64
64,64
316928,316944
64,48
15005944,140737340111325
-168,-140737340268343
-15005712,157082
64,64
15005696,-70
-15005632,134
-625408,-625360
64,16
64,64
64,64
64,64
832,832
64,64
11127672,7812
-64,7
-64,-8440
-1488,140737340629660
-48,26035
-144,38
-144,34
-32,54254
232,22
4470928,-145684
80,7
64,33
-4472392,10
4472304,11
192,36
-320,1324
-4472168,13799
1700092,96
2772028,-152559
-4107000,59585
192,212
-10801536,-140737339797908
64,64
64,64
-398656,-398640
11279744,140737340276080
23168,23168
-9536,-9536
6336,6336
-156864,-156864
57088,57088
-10801216,-140737339797568
-688512,-688512
11127288,140737340655082
124,54082
-116,7
-72,-145474
-1712,1398
-16,145338
-1144,-283964
4472824,32
-4472704,34
365320,59609
4107312,-140
-15597040,-140737340485940
64,64
689920,689936
64,48
-689920,-689920
192,208
64,48
64,64
-1408,-1408
314944,314944
310272,310272
64,64
64,64
64,64
-300928,-300912
64,48
64,64
64,64
960,1008
64,16
64,64
448,464
64,48
-1536,-1536
384,405
64,43
384,437
2368,2371
64,8
64,64
-15680,-15680
38848,38848
-58496,-58496
11455232,140737340451584
3882968,-8099
-88,-140737340268346
-15320128,-157155
320,320
15320104,140737340425181
-168,-140737340268343
64,157092
-15005888,182
-624448,-624448
768,768
690304,690304
-365952,-365952
-13376,-13376
11509824,140737340506208
64,32
64,64
64,64
3808776,-82595
-56,-140737340268343
136,140737340268343
-14838976,-140737340386899
-480984,-37962
64,64
64,64
233984,234032
64,16
64,64
64,64
64,64
64,64
64,64
-234304,-234304
64,64
377856,377856
64,64
-686976,-686976
11123240,140737340562060
4471016,-137255
120,66
-40,4209
-104,27
-15594168,-140737340429043
309056,309056
443568,-137
-208752,234985
64,32
64,64
64,64
64,64
64,64
64,64
64,64
64,64
64,64
2304,2328
64,40
-2176,-2151
64,39
64,64
64,64
320,357
64,27
64,64
64,64
64,64
960,976
64,48
1920,1976
64,8
64,64
64,64
-2048,-2048
-832,-783
64,15
64,64
64,64
64,64
64,64
64,64
64,64
64,64
209316,-66
-209252,130
64,64
11275456,140737340271808
3807032,-84515
80,0
-72,-140737340268346
-15085504,78045
-543232,-543232
544448,544448
2368,2368
1408,1408
-1344,-1344
-1472,-1470
64,62
64,64
15083368,140737340187997
80,0
272,0
-264,-140737340268346
64,77722
64,73
64,50
-15081856,4312
64,48
64,64
64,64
64,64
15071648,140737340342977
-48,15
10168,-157043
272,0
-232,-140737340268343
48,77748
64,52
-4506312,-545436
-128,661791
-120,140737339967752
-24,86
-48,26035
4471432,-75868
-1824,-152673
32,40
88,26
-160,-2325
-80,1375
-15042792,-140737339874208
64,47
-2560,-2560
64,64
1408,1408
64,64
64,64
64,64
-1536,-1536
-256,-256
15082776,140737340186589
-88,-140737340268346
360,140737340268346
-232,-140737340268343
64,77764
64,52
-15082624,4258
15082824,140737340186269
-56,-140737340268343
328,140737340268343
-208,-140737340190631
56,68
64,48
-15631424,-544170
64,64
549056,549088
64,32
64,64
64,64
640,640
15081656,140737340184733
-14841112,-140737340386899
-481184,-38458
2624,2656
64,16
64,64
64,64
-327360,-327360
64,64
64,64
64,64
64,64
64,64
15646840,140737340749597
-312,-140737340268346
64,-240727
64,91
64,-46
-15646656,-240505
778716,15976
-762652,88
512,512
64,64
-448,-423
64,39
310784,310784
-310336,-310336
310400,310400
7360,7418
64,6
64,64
-333760,-333744
64,48
64,64
64,64
320,352
64,32
64,64
64,64
-448,-448
64,64
64,64
64,64
238784,238784
64,64
64,64
-2240,-2240
64,64
64,112
64,16
64,64
2048,2048
64,64
4951552,140737346285056
64,64
-10688,-10672
64,48
3749680,-48
-3749616,112
90816,90832
64,48
712456,-19
-712392,83
512,560
64,16
64,64
-5033536,-140737346367008
64,32
64,64
64,64
320,368
64,16
-320,-320
64,64
5144448,140737346477952
64,64
64,64
1792,1800
64,56
1408,1440
64,32
4544,4568
64,40
64,64
64,64
64,64
64,64
64,64
64,64
5120,5152
64,32
-2432,-2384
64,16
64,64
-7552,-7536
64,48
64,64
64,64
64,64
780432,-9
-780368,73
64,64
64,64
64,64
64,64
64,64
64,64
15552,15552
64,64
64,64
64,64
64,64
64,64
64,64
-18368,-18368
-192,-168
-5146240,-140737346479768
64,64
-5760,-5728
64,32
64,64
64,64
64,64
64,64
64,64
64,64
64,64
64,64
64,64
64,64
64,64
64,64
64,64
64,64
64,64
64,64
64,64
64,64
64,64
64,64
64,64
64,64
64,64
64,64
64,64
64,64
64,64
2368,2368
64,72
64,56
64,64
-2496,-2496
-294976,-294944
64,32
64,64
64,64
64,64
64,64
64,64
295552,295600
64,16
64,64
64,64
64,64
64,64
-295808,-295808
64,64
64,64
64,64
64,64
59904,59920
64,48
64,64
-59968,-59968
11819584,140737340815936
3885528,-8163
-88,-140737340268346
152,140737340268346
-3810392,83395
64,32
64,64
3810520,-83491
-216,-140737340268343
88,-481490
40,86
408,140737340749747
-280,-140737340268343
64,-240730
64,0
64,45
-3810688,140737340592583
-6444032,5893120
-3968,-3968
15936,15936
-18368,-18368
-5444480,-140737346777984
15705784,140737340807709
64,0
-11928,157028
-48,15
12232,-157043
-248,-140737340268346
64,-481524
64,59
440,140737340749811
-312,-140737340268346
64,-240727
64,91
64,-46
-10374720,140737346366455
64,16
448,472
64,40
1152,1176
64,40
512,537
64,39
640,693
64,11
128,135
64,57
-576,-538
64,26
-3136,-3136
111360,111360
64,64
64,64
6016,6048
64,32
64,64
-6080,-6080
64,64
64,64
64,64
64,64
64,64
64,64
64,64
64,64
64,64
64,64
64,64
16512,16552
64,24
64,64
64,64
64,64
64,64
64,64
64,64
-16896,-16896
6080,6080
64,64
64,64
64,64
64,64
64,64
64,64
3008,3040
64,32
10253464,-5978851
-88,-140737340268346
168,140737340268346
-3812328,82915
-11506816,-140737340503136
64,32
64,64
128320,128368
64,16
64,64
15190776,140737340291677
-168,-140737340268343
-15190544,-23270
15190592,-38
-15190528,102
64,64
-128576,-128576
64,64
64,64
128512,128560
64,16
64,64
64,64
-128640,-128640
15319064,140737340419869
-88,-140737340268346
168,140737340268346
208,0
-168,-140737340268343
48,-23308
-3813952,140737340373446
64,32
64,64
64,64
3813976,-81955
-88,-140737340268346
168,140737340268346
208,0
-168,-140737340268343
48,-23308
216,140737340291651
-88,-140737340268346
168,140737340268346
272,0
-232,-140737340268343
48,77748
64,52
-15089216,1522
1984,1984
2688,2704
64,48
64,64
64,64
64,64
-682288,126507
15766792,140737340057586
-88,-140737340268346
168,140737340268346
272,0
-232,-140737340268343
48,77748
64,52
-15089344,1842
2944,2976
64,32
64,64
15086488,140737340185629
-88,-140737340268346
168,140737340268346
-14216,157028
-48,15
14536,-157043
-232,-140737340268343
48,77748
64,52
-15085632,6026
64,40
64,64
-681902,126827
15767622,140737340057586
-88,-140737340268346
168,140737340268346
272,0
-232,-140737340268343
48,77748
64,52
-3815808,140737340272658
64,32
64,64
64,64
3815832,-82275
-88,-140737340268346
168,140737340268346
272,0
-232,-140737340268343
48,77748
64,52
-15088512,4018
15073760,140737340343553
-48,15
15016,-157043
-88,-140737340268346
152,140737340268346
-14846532,-140737340386899
-479956,-37322
64,64
448,448
64,64
-340736,-340704
64,32
64,64
64,64
15658552,-100
-120,21
-15658368,143
64,64
340480,340480
64,64
64,64
-340544,-340496
64,16
64,64
64,64
64,64
15666104,140737340763741
64,0
224,0
-216,-140737340268346
168,-495943
-104,58
248,140737340764231
64,0
-3815480,83715
64,32
64,64
-11510784,-140737340507136
64,64
64,64
-326208,-326192
64,48
15652408,140737340749341
-248,-140737340268346
-15652096,-480931
15652160,-65
-15652096,129
15652160,-70
-15652096,134
64,64
15652472,140737340749085
-312,-140737340268346
64,-240727
64,91
64,-46
-15652288,-239993
325888,325888
64,64
-325888,-325888
64,64
64,64
64,64
15636198,140737340905793
16050,-157028
-88,-140737340268346
152,140737340268346
-3816024,83875
3816280,-83875
-216,-140737340268343
88,-480962
40,86
408,140737340749219
-280,-140737340268343
64,-240730
64,0
64,45
184,140737340509028
64,0
256,0
-248,-140737340268346
64,-480996
64,59
440,140737340749283
-312,-140737340268346
64,-240727
64,91
64,-46
-14947456,466311
512,542
64,34
3712,3712
64,64
64,64
-3776,-3776
12132236,140737339629779
-12142284,-140737339639773
-2240,-2246
249040,6315
-269968,-27291
-640640,-640624
64,48
15299727,140737340726418
-3569167,542
64,16
64,64
64,64
64,80
64,48
128,128
-11073856,-140737340070208
64,64
64,64
64,64
11074368,140737340070720
103808,103840
64,32
64,64
-152192,-152192
1122636,-376237
2816764,412298
-2120,-140737340268346
64,206917
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-15670353,-447144
40209,-214640
64,48
64,64
-1216,-1168
64,16
64,64
-1792,-1744
64,16
64,64
15587128,140737340416979
-15587064,-140737340416915
64,64
64,64
1536,1536
384,384
64,64
64,64
64,64
5169728,140737346503280
64,16
-14272,-14256
64,48
3749552,-48
-3749488,112
112384,112416
64,32
64,64
64,64
771456,-71
-771392,135
771360,-123
-771296,187
770968,-34
-770904,98
758240,-37
-758176,101
64,64
-98688,-98688
-4954752,-140737346288256
-254807,-128
709911,455232
109320,-333558
-440584,2351
64,7
64,64
11472128,140737340468512
64,32
64,64
-11953856,-140737340141717
15773144,140737340057586
64,0
-15669378,-140737340508573
15669474,140737340508573
80,0
-72,-140737340268346
136,140737340268346
-15669423,-140737340508573
15669519,140737340508573
80,0
64,0
-15669466,-140737340508573
15669562,140737340508573
-88,-140737340268346
168,140737340268346
64,0
-15669512,-140737340508573
15669608,140737340508573
-56,-140737340268343
120,140737340268343
64,0
-15669549,-140737340508573
15669645,140737340508573
64,0
64,0
-15669584,-140737340508573
15669680,140737340508573
-56,-140737340268343
136,140737340268343
64,0
-15669628,-140737340508573
15669724,140737340508573
80,0
-72,-140737340268346
136,140737340268346
-15669673,-140737340508573
15669769,140737340508573
80,0
64,0
-15669719,-140737340508573
15669815,140737340508573
-88,-140737340268346
168,140737340268346
64,0
-15775272,-140737340057586
15775368,140737340057586
-56,-140737340268343
136,140737340268343
64,0
96,0
80,0
-72,-140737340268346
-4518112,140737340425187
342752,-426230
64,48
64,64
384,384
64,64
512,512
64,64
192,212
64,44
-768,-768
-448,-448
64,64
-11600276,425999
11568340,-457935
4207176,301085
96,0
80,0
-14953144,-140737340043229
10778688,140737339775040
-896,-896
4175416,269085
96,0
-88,-140737340268346
168,140737340268346
64,0
-15669919,-140737340508573
15670015,140737340508573
-56,-140737340268343
136,140737340268343
64,0
-15669955,-140737340508573
15670051,140737340508573
80,0
-72,-140737340268346
136,140737340268346
-15669995,-140737340508573
15670091,140737340508573
80,0
64,0
-15670035,-140737340508573
15670131,140737340508573
-88,-140737340268346
168,140737340268346
64,0
-15670079,-140737340508573
15670175,140737340508573
-56,-140737340268343
136,140737340268343
64,0
-15670125,-140737340508573
15670221,140737340508573
64,0
-2773616,-268313
-12004740,425163
14778420,-156850
-15670157,-140737340508573
15670253,140737340508573
-88,-140737340268346
152,140737340268346
64,0
-15670189,-140737340508573
-107627,450987
15777912,140737340057586
80,0
-72,-140737340268346
136,140737340268346
-15670232,-140737340508573
15670328,140737340508573
80,0
64,0
-15670274,-140737340508573
15670370,140737340508573
-88,-140737340268346
168,140737340268346
64,0
96,0
-56,-140737340268343
136,140737340268343
64,0
96,0
80,0
-72,-140737340268346
136,140737340268346
-3825224,84195
3825320,-84195
80,0
64,0
-15670455,-140737340508573
15670551,140737340508573
-88,-140737340268346
168,140737340268346
64,0
-15670498,-140737340508573
15670594,140737340508573
-56,-140737340268343
136,140737340268343
64,0
-15670544,-140737340508573
15670640,140737340508573
80,0
-72,-140737340268346
136,140737340268346
-15670585,-140737340508573
15670681,140737340508573
80,0
64,0
-15670629,-140737340508573
15670725,140737340508573
-88,-140737340268346
168,140737340268346
64,0
-15670675,-140737340508573
15670771,140737340508573
-56,-140737340268343
136,140737340268343
64,0
-15670719,-140737340508573
15670815,140737340508573
80,0
-72,-140737340268346
136,140737340268346
-15670760,-140737340508573
15670856,140737340508573
80,0
64,0
-15670803,-140737340508573
15670899,140737340508573
-88,-140737340268346
168,140737340268346
64,0
-15670850,-140737340508573
15670946,140737340508573
-56,-140737340268343
136,140737340268343
64,0
-15670893,-140737340508573
15670989,140737340508573
80,0
-72,-140737340268346
136,140737340268346
-15670932,-140737340508573
15671028,140737340508573
80,0
64,0
-15670966,-140737340508573
15671062,140737340508573
-88,-140737340268346
168,140737340268346
64,0
-15670999,-140737340508573
15671095,140737340508573
-56,-140737340268343
136,140737340268343
64,0
-15671033,-140737340508573
15671129,140737340508573
64,0
64,0
-15671066,-140737340508573
15671162,140737340508573
-88,-140737340268346
152,140737340268346
64,0
-15671099,-140737340508573
15671195,140737340508573
64,0
64,0
-15671132,-140737340508573
15671228,140737340508573
-88,-140737340268346
152,140737340268346
64,0
-15671165,-140737340508573
15671261,140737340508573
64,0
64,0
-15671198,-140737340508573
15671294,140737340508573
-88,-140737340268346
152,140737340268346
64,0
-15671231,-140737340508573
15671327,140737340508573
64,0
-15684948,156850
15685012,-156850
-15671263,-140737340508573
15671359,140737340508573
-88,-140737340268346
152,140737340268346
64,0
-15671295,-140737340508573
15671391,140737340508573
64,0
64,0
-15671327,-140737340508573
15671423,140737340508573
-88,-140737340268346
152,140737340268346
64,0
-15671359,-140737340508573
15671455,140737340508573
64,0
64,0
-15671391,-140737340508573
15671487,140737340508573
-88,-140737340268346
168,140737340268346
64,0
-15671426,-140737340508573
-113702,450987
15785224,140737340057586
-56,-140737340268343
136,140737340268343
64,0
-15671462,-140737340508573
15671558,140737340508573
80,0
-72,-140737340268346
136,140737340268346
96,0
80,0
64,0
-15671533,-140737340508573
15671629,140737340508573
-88,-140737340268346
184,140737340268346
64,0
-15671576,-140737340508573
712992,470336
12128332,140737339625939
2456820,412619
-3543104,-158
64,64
3918600,-227
-2120,-140737340268346
64,206917
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-15673424,-447144
15674088,140737340508573
-56,-140737340074345
8264,140737340074345
-8704,-88493
1000,245521
-32,10
-432,286
-504,24
64,0
64,0
64,0
64,0
64,0
10480,-157348
-2088,-140737340268343
48,206914
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-138496,7242
138936,140737340054187
-312,-140737340268346
64,208195
568,140737340060151
-312,-140737340268346
72,140737340270060
800,-1714
-416,-90734
-20,64573
-116,7
224,138
64,69
32,79
-720,-64769
1544,90637
8208,0
-8704,-88493
-16,4
520,55866
496,189651
-432,304
-504,26
64,0
64,0
64,0
64,0
64,0
10448,-157358
-2072,-140737340061439
64,10
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-3861248,140737340141976
64,64
64,64
-11136128,-140737340132480
-813870,-5781
15811270,140737340057586
-15691872,-140737340508573
15541136,454386
151056,140737340054187
-280,-140737340268343
64,140737340259167
-14888464,-140737340377723
-442736,1454
64,8
64,64
-246464,-246448
64,48
64,64
15577688,140737340631709
-15577624,-140737340631645
-81856,-81856
64,64
15659496,140737340713437
-15659432,-140737340713373
15659512,140737340713373
-15659448,-140737340713309
64,64
64,64
64,64
64,64
81472,81472
128,128
64,64
64,64
11022720,140737340474894
-11040768,-140737340492926
64,48
-192,-144
64,16
192,192
17984,17984
-256,-256
-71744,-71744
64,64
15249840,140737340701160
400584,2037
-1080,-140737340268346
-15649280,-434787
64,80
64,48
-9216,-9216
64,64
64,64
64,64
64,64
9024,9024
892936,-65
-892872,129
-9024,-9024
15295808,140737340702721
362304,4
-15596288,-140737340640885
64,48
128,128
64,64
-128,-128
-29312,-29312
128,128
64,64
15627560,140737340679069
-15813967,9
15812711,-140737340268355
-15626240,-410659
15626304,-78
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-15627328,142
293632,293632
15321520,140737340542337
12360,-157028
64,0
80,0
-72,-140737340268346
152,140737340268346
1088,0
-1048,-140737340268343
-15628032,-410854
15631560,140737340679197
-15816623,9
11870311,2394
3945080,155041
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
1160,51
-3945024,-155028
-10176,-10160
64,48
-1088,-1088
64,64
64,64
64,64
64,64
3956032,-140737340670733
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
1160,140737340679210
-1032,-140737340712086
4712,140737340712086
-15820191,9
15818975,157435
-48,17
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-3957496,-165042
3959872,-140737340671629
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-20304,140737340836238
-15802350,-140737340214614
15411694,140737340055210
412280,4710
-1192,-140737340681544
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-14768184,-23796
14769488,140737340705340
-1176,-140737340681544
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-22224,140737340836238
22392,-157028
1088,0
-1048,-140737340268343
8360,140737340268343
-15827455,9
15826223,157435
-48,17
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-377069,-166679
383093,-140737340669992
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-30160,140737340836238
31480,-154694
-1192,-140737340681544
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-3973760,140737340670925
64,64
64,64
3974952,10491
-1192,-140737340681544
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-32080,140737340836238
-15803824,-140737340214614
1055688,-645420
14781520,140737340705340
-1176,-140737340681544
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-32784,140737340836238
34088,-154694
-1176,-140737340681544
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-425680,140737340676417
426968,5127
-1160,-140737340681544
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-34704,140737340836238
512,0
35480,-154694
-1160,-140737340681544
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-14785016,-23796
10805368,140737340694913
3980920,10427
-1144,-140737340681544
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
1336,140737340681544
-1208,-140737340681544
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-37264,140737340836238
38472,-157028
-1080,-140737340268346
-3982016,140737340260405
64,40
4000184,7901
-15844495,9
15843279,157435
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-128,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-64,0
-120,36
16960,15
-410317,-166713
410381,-140737340669992
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-449552,140737340676834
469064,-3036
-4009016,8083
64,52
3990776,-1009
-412666,-10932
-3588670,1381
704,754
64,14
64,64
-8832,-8816
64,48
64,64
64,64
64,64
8640,8640
3999232,-140737340672269
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-14806776,-23796
14808096,140737340705340
-1192,-140737340681544
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-57424,140737340836238
58744,-154694
-1192,-140737340681544
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
1304,140737340681544
-1176,-140737340681544
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-59344,140737340836238
60648,-154694
-1176,-140737340681544
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-60048,140737340836238
-15807280,-140737340214614
1055752,-645420
14812864,140737340705340
-1160,-140737340681544
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-60752,140737340836238
62040,-154694
-1160,-140737340681544
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-61456,140737340836238
62728,-154694
-1144,-140737340681544
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
1336,140737340681544
-1208,-140737340681544
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-14816312,-23796
14817632,140737340705340
-1192,-140737340681544
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-64528,140737340836238
-3968624,-185921
4034472,31227
-1192,-140737340681544
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-15874496,621624
15875800,140737340059920
-1176,-140737340681544
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
1304,140737340681544
-1176,-140737340681544
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-14821112,-23796
14822400,140737340705340
-1160,-140737340681544
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
1288,140737340681544
-1160,-140737340681544
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
